1.499225348234176636e-01 5.283367633819580078e-01 2.057917565107345581e-01 1.346734166145324707e-01 5.530337095260620117e-01 3.676058351993560791e-01 1.254718005657196045e-01 5.076030492782592773e-01 2.904307544231414795e-01 1.425461173057556152e-01 5.770135521888732910e-01 3.006365001201629639e-01 1.181921064853668213e-01 4.749497473239898682e-01 2.808084785938262939e-01 2.179018855094909668e-01 5.879632234573364258e-01 4.665206074714660645e-01 2.364046722650527954e-01 4.287833571434020996e-01 4.971412420272827148e-01 3.773875832557678223e-01 6.260886788368225098e-01 3.462680876255035400e-01 3.901236653327941895e-01 3.934313654899597168e-01 4.618347883224487305e-01 4.691317975521087646e-01 6.342405080795288086e-01 2.059162259101867676e-01 4.825623035430908203e-01 4.160205721855163574e-01 1.903570890426635742e-01 5.021868944168090820e-01 5.997579097747802734e-01 3.047673106193542480e-01 5.035904049873352051e-01 4.835755825042724609e-01 4.157464206218719482e-01 6.354597210884094238e-01 6.942505240440368652e-01 2.789759635925292969e-01 6.352362632751464844e-01 5.549732446670532227e-01 1.253286153078079224e-01 7.808344960212707520e-01 6.825571656227111816e-01 2.201201021671295166e-01 8.295228481292724609e-01 5.442790985107421875e-01 2.816579639911651611e-01
1.627591550350189209e-01 5.154880881309509277e-01 2.901261150836944580e-01 1.344246268272399902e-01 5.494212508201599121e-01 3.586601614952087402e-01 1.332244426012039185e-01 4.957354962825775146e-01 3.769376873970031738e-01 1.441088765859603882e-01 5.765056610107421875e-01 3.580549955368041992e-01 1.339976936578750610e-01 4.639118015766143799e-01 3.109785020351409912e-01 2.513881921768188477e-01 5.936276316642761230e-01 5.867459177970886230e-01 2.616086900234222412e-01 4.126381874084472656e-01 6.839929223060607910e-01 4.006053805351257324e-01 6.255759596824645996e-01 3.405965864658355713e-01 4.038287401199340820e-01 3.761585950851440430e-01 4.906398057937622070e-01 4.837893247604370117e-01 6.425620317459106445e-01 1.823525130748748779e-01 4.751664400100708008e-01 4.145328998565673828e-01 1.915488392114639282e-01 5.469360351562500000e-01 6.125801205635070801e-01 3.163149952888488770e-01 5.459963083267211914e-01 4.909408092498779297e-01 4.405027329921722412e-01 6.378499269485473633e-01 6.935492753982543945e-01 3.215416967868804932e-01 6.124608516693115234e-01 4.890011548995971680e-01 4.011247158050537109e-01 7.887530922889709473e-01 6.932247877120971680e-01 2.837881743907928467e-01 8.273624777793884277e-01 5.444302558898925781e-01 2.746019363403320312e-01
1.616211682558059692e-01 5.093111991882324219e-01 2.805304527282714844e-01 1.365106254816055298e-01 5.378975272178649902e-01 4.045627117156982422e-01 1.350128054618835449e-01 4.914781153202056885e-01 3.907752037048339844e-01 1.429341733455657959e-01 5.630818605422973633e-01 3.861573934555053711e-01 1.311128884553909302e-01 4.586046040058135986e-01 4.057465195655822754e-01 2.407654672861099243e-01 5.806649327278137207e-01 6.640073657035827637e-01 2.544250190258026123e-01 4.064950942993164062e-01 6.667363047599792480e-01 3.927845358848571777e-01 6.128592491149902344e-01 3.438292741775512695e-01 3.979770839214324951e-01 3.795405626296997070e-01 4.859978258609771729e-01 4.778330922126770020e-01 6.255410313606262207e-01 1.723010987043380737e-01 4.784120619297027588e-01 4.227783381938934326e-01 2.392713874578475952e-01 5.077590346336364746e-01 5.665270686149597168e-01 5.282140970230102539e-01 5.058768987655639648e-01 4.471594691276550293e-01 5.205520987510681152e-01 6.482958197593688965e-01 6.858395934104919434e-01 5.012239217758178711e-01 6.363180875778198242e-01 4.788019955158233643e-01 3.357790410518646240e-01 8.050014972686767578e-01 6.766076087951660156e-01 2.353770881891250610e-01 8.631801009178161621e-01 5.287706255912780762e-01 2.214469015598297119e-01
1.746552437543869019e-01 5.245038866996765137e-01 2.330791950225830078e-01 1.455363780260086060e-01 5.511601567268371582e-01 3.133394420146942139e-01 1.419903337955474854e-01 5.041120052337646484e-01 3.128710389137268066e-01 1.506300717592239380e-01 5.791306495666503906e-01 3.008700013160705566e-01 1.393487155437469482e-01 4.658327400684356689e-01 2.839567959308624268e-01 2.439281046390533447e-01 5.918036699295043945e-01 4.390437602996826172e-01 2.512385845184326172e-01 4.181896150112152100e-01 5.286087393760681152e-01 3.971538245677947998e-01 6.267751455307006836e-01 3.083733618259429932e-01 4.023313820362091064e-01 3.859955072402954102e-01 3.327900767326354980e-01 4.827398955821990967e-01 6.251111626625061035e-01 1.539628952741622925e-01 4.741963446140289307e-01 4.113007187843322754e-01 1.741327494382858276e-01 5.317577719688415527e-01 6.067334413528442383e-01 2.682954072952270508e-01 5.269725918769836426e-01 4.784874022006988525e-01 2.194236218929290771e-01 6.402199864387512207e-01 6.941139101982116699e-01 2.954143285751342773e-01 6.121923327445983887e-01 4.843094050884246826e-01 3.537142872810363770e-01 8.019274473190307617e-01 6.842781305313110352e-01 2.176246345043182373e-01 8.246573209762573242e-01 5.353058576583862305e-01 2.155005782842636108e-01
1.744156181812286377e-01 5.244772434234619141e-01 2.332765460014343262e-01 1.453173756599426270e-01 5.510448217391967773e-01 3.119542598724365234e-01 1.416998058557510376e-01 5.041151642799377441e-01 3.110189735889434814e-01 1.503504365682601929e-01 5.790750980377197266e-01 2.991533875465393066e-01 1.389556825160980225e-01 4.658002555370330811e-01 2.787805199623107910e-01 2.439090609550476074e-01 5.919287204742431641e-01 4.439444243907928467e-01 2.511223852634429932e-01 4.178082048892974854e-01 5.297846198081970215e-01 3.972237408161163330e-01 6.267621517181396484e-01 3.101107478141784668e-01 4.022314250469207764e-01 3.856944739818572998e-01 3.334656357765197754e-01 4.828694760799407959e-01 6.254593729972839355e-01 1.536876410245895386e-01 4.736943840980529785e-01 4.110728502273559570e-01 1.751360148191452026e-01 5.316495299339294434e-01 6.068513393402099609e-01 2.690119147300720215e-01 5.269361734390258789e-01 4.785864055156707764e-01 2.196753472089767456e-01 6.402714848518371582e-01 6.941857337951660156e-01 2.966880798339843750e-01 6.121659278869628906e-01 4.841702580451965332e-01 3.519325852394104004e-01 8.020448088645935059e-01 6.842901706695556641e-01 2.176898717880249023e-01 8.246579170227050781e-01 5.352670550346374512e-01 2.153864055871963501e-01
1.641155481338500977e-01 5.201730132102966309e-01 3.570421040058135986e-01 1.370179951190948486e-01 5.513975024223327637e-01 4.207629561424255371e-01 1.360637694597244263e-01 4.978929162025451660e-01 4.333249628543853760e-01 1.442978978157043457e-01 5.758773684501647949e-01 3.930606544017791748e-01 1.349068433046340942e-01 4.630171060562133789e-01 3.605429530143737793e-01 2.563455998897552490e-01 5.918633341789245605e-01 5.872572660446166992e-01 2.611903548240661621e-01 4.166067838668823242e-01 7.095351219177246094e-01 3.992407917976379395e-01 6.148101091384887695e-01 3.653615117073059082e-01 4.011443555355072021e-01 3.786623775959014893e-01 5.565720200538635254e-01 4.840205311775207520e-01 6.464492082595825195e-01 2.055519521236419678e-01 4.708307385444641113e-01 4.038233160972595215e-01 1.892102807760238647e-01 5.352948307991027832e-01 6.003890633583068848e-01 4.065587818622589111e-01 5.430234074592590332e-01 4.872853159904479980e-01 3.929535150527954102e-01 6.442762017250061035e-01 6.823793649673461914e-01 3.011420071125030518e-01 6.277411580085754395e-01 5.108598470687866211e-01 2.772915363311767578e-01 7.884110212326049805e-01 6.701725125312805176e-01 2.178059965372085571e-01 8.227380514144897461e-01 5.421651601791381836e-01 2.673285901546478271e-01
1.647480577230453491e-01 5.222141742706298828e-01 3.411841988563537598e-01 1.374538540840148926e-01 5.529540181159973145e-01 3.935574889183044434e-01 1.374033093452453613e-01 5.031884312629699707e-01 3.757095336914062500e-01 1.453803777694702148e-01 5.772165656089782715e-01 3.781092464923858643e-01 1.362526714801788330e-01 4.633749127388000488e-01 3.513505160808563232e-01 2.581319510936737061e-01 5.924809575080871582e-01 5.480580329895019531e-01 2.624966800212860107e-01 4.170867204666137695e-01 7.023363113403320312e-01 3.999496996402740479e-01 6.137598752975463867e-01 3.574017584323883057e-01 4.030154049396514893e-01 3.791069984436035156e-01 5.547910928726196289e-01 4.840930402278900146e-01 6.443544626235961914e-01 2.012007534503936768e-01 4.857154786586761475e-01 4.099403023719787598e-01 1.841498017311096191e-01 5.467194914817810059e-01 6.024710536003112793e-01 3.491702973842620850e-01 5.451921224594116211e-01 4.872340559959411621e-01 3.973379433155059814e-01 6.443114280700683594e-01 6.834545731544494629e-01 2.997322678565979004e-01 6.270855069160461426e-01 5.104162693023681641e-01 2.699872851371765137e-01 7.903924584388732910e-01 6.817364692687988281e-01 2.393207848072052002e-01 8.229615688323974609e-01 5.421531200408935547e-01 2.704735100269317627e-01
1.647938340902328491e-01 5.223387479782104492e-01 3.419806063175201416e-01 1.375019550323486328e-01 5.530501008033752441e-01 3.942986726760864258e-01 1.390540748834609985e-01 5.053291916847229004e-01 3.647428154945373535e-01 1.453842669725418091e-01 5.772843360900878906e-01 3.788569867610931396e-01 1.362726688385009766e-01 4.634444117546081543e-01 3.520520031452178955e-01 2.581028342247009277e-01 5.924756526947021484e-01 5.485973358154296875e-01 2.623820006847381592e-01 4.172064363956451416e-01 6.999695897102355957e-01 4.000563025474548340e-01 6.137698888778686523e-01 3.565762639045715332e-01 4.029640853404998779e-01 3.792288899421691895e-01 5.541924834251403809e-01 4.843135774135589600e-01 6.442232131958007812e-01 2.012547254562377930e-01 4.855110645294189453e-01 4.099676609039306641e-01 1.838677525520324707e-01 5.470152497291564941e-01 6.024819612503051758e-01 3.509228825569152832e-01 5.453408956527709961e-01 4.874895215034484863e-01 3.969008922576904297e-01 6.441166996955871582e-01 6.833654642105102539e-01 3.014372587203979492e-01 6.271595358848571777e-01 5.104314088821411133e-01 2.739029526710510254e-01 7.910546660423278809e-01 6.817489862442016602e-01 2.411579042673110962e-01 8.230641484260559082e-01 5.423223376274108887e-01 2.739736139774322510e-01
1.572465002536773682e-01 5.099952816963195801e-01 4.000332951545715332e-01 1.334619969129562378e-01 5.332756042480468750e-01 4.502360820770263672e-01 1.323790252208709717e-01 4.899944365024566650e-01 4.455973803997039795e-01 1.375742554664611816e-01 5.645968914031982422e-01 4.880995154380798340e-01 1.326163411140441895e-01 4.536149799823760986e-01 3.824665248394012451e-01 2.559704780578613281e-01 5.785145759582519531e-01 7.294920682907104492e-01 2.566813528537750244e-01 4.097681343555450439e-01 7.308987975120544434e-01 3.989236354827880859e-01 6.081138253211975098e-01 4.591052532196044922e-01 4.019206166267395020e-01 3.747838437557220459e-01 5.819561481475830078e-01 4.822288751602172852e-01 6.422130465507507324e-01 2.427290230989456177e-01 4.993036091327667236e-01 3.921878933906555176e-01 1.882468163967132568e-01 5.187227725982666016e-01 5.704775452613830566e-01 6.038323640823364258e-01 5.228977799415588379e-01 4.641600251197814941e-01 4.866724908351898193e-01 6.387239694595336914e-01 6.490427255630493164e-01 2.282615453004837036e-01 6.535069346427917480e-01 4.658340811729431152e-01 3.855891525745391846e-01 8.217633366584777832e-01 6.651519536972045898e-01 2.194165289402008057e-01 8.511226177215576172e-01 4.995049238204956055e-01 2.241838425397872925e-01
1.589996516704559326e-01 5.126804113388061523e-01 4.050196409225463867e-01 1.343069672584533691e-01 5.398052334785461426e-01 4.759760200977325439e-01 1.340574026107788086e-01 4.916701912879943848e-01 4.763958156108856201e-01 1.403788030147552490e-01 5.683035254478454590e-01 3.558832406997680664e-01 1.334468722343444824e-01 4.558861553668975830e-01 4.737856388092041016e-01 2.531686127185821533e-01 5.839814543724060059e-01 7.195954322814941406e-01 2.496719211339950562e-01 4.185351133346557617e-01 7.267726659774780273e-01 3.967246115207672119e-01 6.177935600280761719e-01 4.493505060672760010e-01 3.974341750144958496e-01 3.847601115703582764e-01 5.324660539627075195e-01 4.771329462528228760e-01 6.448296904563903809e-01 2.434139698743820190e-01 4.722532629966735840e-01 4.244326353073120117e-01 2.099275141954421997e-01 5.250207781791687012e-01 5.860288739204406738e-01 4.964735209941864014e-01 5.238440036773681641e-01 4.709366858005523682e-01 5.065142512321472168e-01 6.373730897903442383e-01 6.465049386024475098e-01 2.504043281078338623e-01 6.520252227783203125e-01 4.924346208572387695e-01 2.070386856794357300e-01 8.046115636825561523e-01 6.516813039779663086e-01 2.206330299377441406e-01 8.347350955009460449e-01 5.200182795524597168e-01 2.757253646850585938e-01
